List Price,Sale Price,Brand,category_level1,ecomm_id
36.99,36.99,Eye Buy Express,Health,5670
37.99,37.99,Eye Buy Express,Health,5671
41.99,41.99,Eye Buy Express,Health,5672
37.99,37.99,Eye Buy Express,Health,5673
40.99,40.99,Eye Buy Express,Health,5674
41.99,41.99,Eye Buy Express,Health,5675
41.99,41.99,Eye Buy Express,Health,5676
37.99,37.99,Eye Buy Express,Health,5677
43.99,43.99,Eye Buy Express,Health,5678
36.99,36.99,Eye Buy Express,Health,5679
41.99,41.99,Eye Buy Express,Health,5680
40.99,40.99,Eye Buy Express,Health,5681
43.99,43.99,Eye Buy Express,Health,5682
42.99,42.99,Eye Buy Express,Health,5683
41.99,41.99,Eye Buy Express,Health,5684
41.99,41.99,Eye Buy Express,Health,5685
36.99,36.99,Eye Buy Express,Health,5686
40.99,40.99,Eye Buy Express,Health,5687
37.99,37.99,Eye Buy Express,Health,5688
37.99,37.99,Eye Buy Express,Health,5689
43.99,43.99,Eye Buy Express,Health,5690
37.99,37.99,Eye Buy Express,Health,5691
37.99,37.99,Eye Buy Express,Health,5692
37.99,37.99,Eye Buy Express,Health,5693
40.99,40.99,Eye Buy Express,Health,5694
41.99,41.99,Eye Buy Express,Health,5695
42.99,42.99,Eye Buy Express,Health,5696
8.97,8.97,DipWell,Beauty,5697
8.97,8.97,DipWell,Beauty,5698
8.97,8.97,DipWell,Beauty,5699
8.97,8.97,DipWell,Beauty,5700
8.97,8.97,DipWell,Beauty,5701
8.97,8.97,DipWell,Beauty,5702
8.97,8.97,DipWell,Beauty,5703
8.97,8.97,DipWell,Beauty,5704
8.97,8.97,DipWell,Beauty,5705
8.97,8.97,DipWell,Beauty,5706
8.97,8.97,DipWell,Beauty,5707
8.97,8.97,DipWell,Beauty,5708
8.97,8.97,DipWell,Beauty,5709
8.97,8.97,DipWell,Beauty,5711
8.97,8.97,DipWell,Beauty,5712
8.97,8.97,DipWell,Beauty,5713
8.97,8.97,DipWell,Beauty,5714
8.97,8.97,DipWell,Beauty,5715
8.97,8.97,DipWell,Beauty,5716
8.97,8.97,DipWell,Beauty,5717
8.97,8.97,DipWell,Beauty,5718
8.97,8.97,DipWell,Beauty,5719
8.97,8.97,DipWell,Beauty,5720
8.97,8.97,DipWell,Beauty,5721
8.97,8.97,DipWell,Beauty,5722
8.97,8.97,DipWell,Beauty,5723
8.97,8.97,DipWell,Beauty,5724
8.97,8.97,DipWell,Beauty,5725
8.97,8.97,DipWell,Beauty,5726
8.97,8.97,DipWell,Beauty,5727
8.97,8.97,DipWell,Beauty,5728
8.97,8.97,DipWell,Beauty,5729
8.97,8.97,DipWell,Beauty,5730
8.97,8.97,DipWell,Beauty,5731
8.97,8.97,DipWell,Beauty,5732
8.97,8.97,DipWell,Beauty,5733
8.97,8.97,DipWell,Beauty,5734
8.97,8.97,DipWell,Beauty,5735
8.97,8.97,DipWell,Beauty,5736
8.97,8.97,DipWell,Beauty,5737
8.97,8.97,DipWell,Beauty,5738
8.97,8.97,DipWell,Beauty,5739
8.97,8.97,DipWell,Beauty,5740
8.97,8.97,DipWell,Beauty,5741
8.97,8.97,DipWell,Beauty,5742
8.97,8.97,DipWell,Beauty,5743
8.97,8.97,DipWell,Beauty,5744
8.97,8.97,DipWell,Beauty,5745
8.97,8.97,DipWell,Beauty,5746
8.97,8.97,DipWell,Beauty,5747
8.97,8.97,DipWell,Beauty,5748
8.97,8.97,DipWell,Beauty,5749
8.97,8.97,DipWell,Beauty,5750
8.97,8.97,DipWell,Beauty,5751
8.97,8.97,DipWell,Beauty,5752
8.97,8.97,DipWell,Beauty,5753
8.97,8.97,DipWell,Beauty,5754
8.97,8.97,DipWell,Beauty,5755
8.97,8.97,DipWell,Beauty,5756
8.97,8.97,DipWell,Beauty,5757
8.97,8.97,DipWell,Beauty,5758
8.97,8.97,DipWell,Beauty,5759
8.97,8.97,DipWell,Beauty,5760
8.97,8.97,DipWell,Beauty,5761
8.97,8.97,DipWell,Beauty,5762
8.97,8.97,DipWell,Beauty,5763
40.85,40.85,CHOSEN SUPPLIES,Household Essentials,5764
22.0,17.97,Caroline's Treasures,Baby,5765
192.59,192.59,Boss (hub),Health,5767
163.53,163.53,Boss (hub),Health,5771
154.5,154.5,Boss (hub),Health,5772
154.71,154.71,Boss (hub),Health,5773
52.99,52.99,Boss (hub),Health,5775
159.62,159.62,Boss (hub),Health,5776
149.41,149.41,Boss (hub),Health,5778
260.0,103.97,Boss (hub),Health,5780
144.26,144.26,Boss (hub),Health,5786
160.85,160.85,Boss (hub),Health,5787
144.26,144.26,Boss (hub),Health,5793
159.62,159.62,Boss (hub),Health,5796
260.0,103.97,Boss (hub),Health,5798
272.8,158.11,Boss (hub),Health,5801
102.8,102.8,Boss (hub),Health,5808
144.26,144.26,Boss (hub),Health,5810
163.53,163.53,Boss (hub),Health,5812
32.51,32.51,CHOSEN SUPPLIES,Household Essentials,5818
7.2,7.2,Amscan,Party & Occasions,5819
34.95,34.95,Post-It,Office,5820
41.69,41.69,Alfred Dunhill,Beauty,5823
14.95,14.95,Stonehouse Collection,Party & Occasions,5824
73.95,73.95,Envelopes.com,Office,5825
123.69,123.69,Envelopes.com,Office,5826
24.59,24.59,Envelopes.com,Office,5827
31.25,31.25,Envelopes.com,Office,5828
123.69,123.69,Envelopes.com,Office,5829
82.44,82.44,Envelopes.com,Office,5830
253.28,253.28,Envelopes.com,Office,5831
73.95,73.95,Envelopes.com,Office,5832
237.44,237.44,Envelopes.com,Office,5833
161.27,161.27,Envelopes.com,Office,5834
82.44,82.44,Envelopes.com,Office,5835
267.55,267.55,Envelopes.com,Office,5836
26.19,26.19,Envelopes.com,Office,5837
24.59,24.59,Envelopes.com,Office,5838
24.65,24.65,Envelopes.com,Office,5839
141.33,141.33,Envelopes.com,Office,5840
77.06,77.06,Envelopes.com,Office,5841
141.96,141.96,Envelopes.com,Office,5842
237.44,237.44,Envelopes.com,Office,5843
134.39,134.39,Envelopes.com,Office,5844
26.19,26.19,Envelopes.com,Office,5846
237.44,237.44,Envelopes.com,Office,5847
141.33,141.33,Envelopes.com,Office,5848
73.95,73.95,Envelopes.com,Office,5849
253.28,253.28,Envelopes.com,Office,5851
116.41,116.41,Envelopes.com,Office,5852
439.94,439.94,Envelopes.com,Office,5853
28.11,28.11,Envelopes.com,Office,5854
73.95,73.95,Envelopes.com,Office,5855
439.94,439.94,Envelopes.com,Office,5856
24.59,24.59,Envelopes.com,Office,5857
237.44,237.44,Envelopes.com,Office,5858
142.29,142.29,Envelopes.com,Office,5859
134.39,134.39,Envelopes.com,Office,5860
29.94,29.94,Envelopes.com,Office,5861
378.6,378.6,Envelopes.com,Office,5862
26.19,26.19,Envelopes.com,Office,5863
123.69,123.69,Envelopes.com,Office,5864
24.48,24.48,Envelopes.com,Office,5866
439.94,439.94,Envelopes.com,Office,5867
73.95,73.95,Envelopes.com,Office,5868
141.96,141.96,Envelopes.com,Office,5869
413.09,413.09,Envelopes.com,Office,5870
237.44,237.44,Envelopes.com,Office,5871
26.19,26.19,Envelopes.com,Office,5872
123.69,123.69,Envelopes.com,Office,5873
253.28,253.28,Envelopes.com,Office,5874
26.19,26.19,Envelopes.com,Office,5875
411.25,411.25,Envelopes.com,Office,5876
141.96,141.96,Envelopes.com,Office,5877
439.94,439.94,Envelopes.com,Office,5878
73.95,73.95,Envelopes.com,Office,5879
24.59,24.59,Envelopes.com,Office,5880
253.28,253.28,Envelopes.com,Office,5881
134.39,134.39,Envelopes.com,Office,5882
284.94,284.94,Envelopes.com,Office,5883
253.28,253.28,Envelopes.com,Office,5884
26.19,26.19,Envelopes.com,Office,5885
29.94,29.94,Envelopes.com,Office,5886
134.39,134.39,Envelopes.com,Office,5887
27.99,27.99,Envelopes.com,Office,5888
73.95,73.95,Envelopes.com,Office,5889
223.47,223.47,Envelopes.com,Office,5890
123.69,123.69,Envelopes.com,Office,5892
29.94,29.94,Envelopes.com,Office,5893
221.96,221.96,Envelopes.com,Office,5894
123.69,123.69,Envelopes.com,Office,5895
34.6,34.6,Envelopes.com,Office,5896
141.96,141.96,Envelopes.com,Office,5897
24.59,24.59,Envelopes.com,Office,5898
141.96,141.96,Envelopes.com,Office,5900
109.27,109.27,Envelopes.com,Office,5901
266.36,266.36,Envelopes.com,Office,5902
73.95,73.95,Envelopes.com,Office,5904
439.94,439.94,Envelopes.com,Office,5905
141.96,141.96,Envelopes.com,Office,5907
73.95,73.95,Envelopes.com,Office,5908
134.39,134.39,Envelopes.com,Office,5909
134.39,134.39,Envelopes.com,Office,5910
24.59,24.59,Envelopes.com,Office,5911
28.11,28.11,Envelopes.com,Office,5912
123.69,123.69,Envelopes.com,Office,5914
73.95,73.95,Envelopes.com,Office,5915
73.95,73.95,Envelopes.com,Office,5916
27.93,27.93,Envelopes.com,Office,5917
266.36,266.36,Envelopes.com,Office,5918
303.93,303.93,Envelopes.com,Office,5919
123.69,123.69,Envelopes.com,Office,5920
77.06,77.06,Envelopes.com,Office,5921
73.95,73.95,Envelopes.com,Office,5922
123.69,123.69,Envelopes.com,Office,5923
73.95,73.95,Envelopes.com,Office,5924
28.11,28.11,Envelopes.com,Office,5925
284.94,284.94,Envelopes.com,Office,5926
469.27,469.27,Envelopes.com,Office,5927
27.93,27.93,Envelopes.com,Office,5928
266.36,266.36,Envelopes.com,Office,5930
73.95,73.95,Envelopes.com,Office,5931
26.19,26.19,Envelopes.com,Office,5932
24.59,24.59,Envelopes.com,Office,5933
141.96,141.96,Envelopes.com,Office,5934
469.27,469.27,Envelopes.com,Office,5935
223.47,223.47,Envelopes.com,Office,5936
284.94,284.94,Envelopes.com,Office,5937
253.28,253.28,Envelopes.com,Office,5938
141.96,141.96,Envelopes.com,Office,5939
33.95,33.95,Envelopes.com,Office,5940
26.19,26.19,Envelopes.com,Office,5941
73.95,73.95,Envelopes.com,Office,5943
268.18,268.18,Envelopes.com,Office,5944
439.94,439.94,Envelopes.com,Office,5945
82.44,82.44,Envelopes.com,Office,5946
223.47,223.47,Envelopes.com,Office,5947
123.69,123.69,Envelopes.com,Office,5948
253.28,253.28,Envelopes.com,Office,5949
29.94,29.94,Envelopes.com,Office,5950
33.95,33.95,Envelopes.com,Office,5951
221.96,221.96,Envelopes.com,Office,5952
123.69,123.69,Envelopes.com,Office,5953
253.28,253.28,Envelopes.com,Office,5954
134.39,134.39,Envelopes.com,Office,5955
469.27,469.27,Envelopes.com,Office,5956
31.93,31.93,Envelopes.com,Office,5957
115.62,115.62,Envelopes.com,Office,5958
134.39,134.39,Envelopes.com,Office,5959
266.36,266.36,Envelopes.com,Office,5960
28.58,28.58,Envelopes.com,Office,5961
266.36,266.36,Envelopes.com,Office,5962
439.94,439.94,Envelopes.com,Office,5963
77.41,77.41,Envelopes.com,Office,5964
439.94,439.94,Envelopes.com,Office,5965
179.52,179.52,Envelopes.com,Office,5966
32.47,32.47,Envelopes.com,Office,5967
221.96,221.96,Envelopes.com,Office,5968
439.94,439.94,Envelopes.com,Office,5969
253.28,253.28,Envelopes.com,Office,5970
267.55,267.55,Envelopes.com,Office,5972
134.39,134.39,Envelopes.com,Office,5973
237.44,237.44,Envelopes.com,Office,5974
141.96,141.96,Envelopes.com,Office,5975
29.94,29.94,Envelopes.com,Office,5977
237.44,237.44,Envelopes.com,Office,5978
268.18,268.18,Envelopes.com,Office,5979
29.94,29.94,Envelopes.com,Office,5980
33.71,33.71,MOP,Beauty,5982
71.42,71.42,Dacasso,Office,5983
62.14,62.14,COLOR WOW,Beauty,5984
243.08,243.08,COLOR WOW,Beauty,5985
14.97,14.97,Gain,Household Essentials,5988
209.0,209.0,Techtongda,Pets,5989
12.99,12.99,CrazyOutlet,Food,5991
32.5,32.5,CHOSEN SUPPLIES,Household Essentials,5992
249.95,249.95,Hawaii Pharm LLC,Health,5993
54.95,54.95,Hawaii Pharm LLC,Health,5994
249.95,249.95,Hawaii Pharm LLC,Health,5995
19.95,19.95,Hawaii Pharm LLC,Health,5996
29.95,29.95,Hawaii Pharm LLC,Health,5997
34.95,34.95,Hawaii Pharm LLC,Health,5998
349.95,349.95,Hawaii Pharm LLC,Health,5999
599.0,599.0,Hawaii Pharm LLC,Health,6000
99.95,99.95,Hawaii Pharm LLC,Health,6001
349.95,349.95,Hawaii Pharm LLC,Health,6002
54.95,54.95,Hawaii Pharm LLC,Health,6003
29.95,29.95,Hawaii Pharm LLC,Health,6005
19.95,19.95,Hawaii Pharm LLC,Health,6006
179.95,179.95,Hawaii Pharm LLC,Health,6007
249.95,249.95,Hawaii Pharm LLC,Health,6008
34.95,34.95,Hawaii Pharm LLC,Health,6009
599.0,599.0,Hawaii Pharm LLC,Health,6010
149.95,149.95,Hawaii Pharm LLC,Health,6011
99.95,99.95,Hawaii Pharm LLC,Health,6012
16.24,16.24,Lgp,Party & Occasions,6013
32.5,32.5,CHOSEN SUPPLIES,Household Essentials,6014
35.76,35.76,CHOSEN SUPPLIES,Household Essentials,6037
10.78,10.78,Brybelly,Beauty,6041
63.76,63.76,Bianca Rosa,,6043
32.51,32.51,CHOSEN SUPPLIES,Household Essentials,6044
15.24,12.95,American White Cross,Health,6045
8.68,8.68,,Clothing,6048
8.68,8.68,,Clothing,6049
59.99,59.99,SheetWorld,Home,6052
27.41,27.41,Coastal Pet,Pets,6053
110.8,110.8,Cal Mil,Office,6054
41.9,41.9,Gomadic,Office,6056
39.12,39.12,CHOSEN SUPPLIES,Household Essentials,6058
945.0,449.99,17 Stories,Office,6059
908.0,419.99,17 Stories,Office,6060
852.0,363.99,17 Stories,Office,6061
728.0,239.99,17 Stories,Office,6062
988.0,499.99,17 Stories,Office,6063
715.0,226.99,17 Stories,Office,6064
1028.0,539.99,17 Stories,Office,6065
748.0,259.99,17 Stories,Office,6066
16.99,15.29,Home Comforts,Home,6067
69.68,69.68,Estee Lauder,Beauty,6068
6.04,6.04,Calendars,Office,6071
21.95,21.95,Chico Creek Signs,Home,6073
39.39,39.39,In Diet,Pets,6074
12.72,12.72,Larissa Veronica,Food,6076
16.12,16.12,Mirage Pet Products,Pets,6077
16.12,16.12,Mirage Pet Products,Pets,6078
16.12,16.12,Mirage Pet Products,Pets,6079
16.12,16.12,Mirage Pet Products,Pets,6080
16.12,16.12,Mirage Pet Products,Pets,6081
16.12,16.12,Mirage Pet Products,Pets,6082
33.9,33.9,Pooch Outfitters,Pets,6083
33.9,33.9,Pooch Outfitters,Pets,6084
23.18,23.18,Eye Buy Express,Health,6085
23.18,23.18,Eye Buy Express,Health,6086
23.18,23.18,Eye Buy Express,Health,6087
23.18,23.18,Eye Buy Express,Health,6088
23.18,23.18,Eye Buy Express,Health,6089
23.18,23.18,Eye Buy Express,Health,6090
23.18,23.18,Eye Buy Express,Health,6091
23.18,23.18,Eye Buy Express,Health,6092
23.18,23.18,Eye Buy Express,Health,6093
19.22,19.22,Eye Buy Express,Health,6094
19.22,19.22,Eye Buy Express,Health,6095
23.18,23.18,Eye Buy Express,Health,6096
23.18,23.18,Eye Buy Express,Health,6097
19.22,19.22,Eye Buy Express,Health,6098
23.18,23.18,Eye Buy Express,Health,6099
19.22,19.22,Eye Buy Express,Health,6100
23.18,23.18,Eye Buy Express,Health,6101
23.18,23.18,Eye Buy Express,Health,6102
23.18,23.18,Eye Buy Express,Health,6103
23.18,23.18,Eye Buy Express,Health,6104
23.18,23.18,Eye Buy Express,Health,6105
23.18,23.18,Eye Buy Express,Health,6106
23.18,23.18,Eye Buy Express,Health,6107
19.22,19.22,Eye Buy Express,Health,6108
23.18,23.18,Eye Buy Express,Health,6109
23.18,23.18,Eye Buy Express,Health,6110
23.18,23.18,Eye Buy Express,Health,6111
19.22,19.22,Eye Buy Express,Health,6112
23.18,23.18,Eye Buy Express,Health,6113
23.18,23.18,Eye Buy Express,Health,6114
23.18,23.18,Eye Buy Express,Health,6115
23.18,23.18,Eye Buy Express,Health,6116
23.18,23.18,Eye Buy Express,Health,6117
23.18,23.18,Eye Buy Express,Health,6118
23.18,23.18,Eye Buy Express,Health,6119
19.22,19.22,Eye Buy Express,Health,6120
23.18,23.18,Eye Buy Express,Health,6121
23.18,23.18,Eye Buy Express,Health,6122
23.18,23.18,Eye Buy Express,Health,6123
23.18,23.18,Eye Buy Express,Health,6124
23.18,23.18,Eye Buy Express,Health,6125
23.18,23.18,Eye Buy Express,Health,6126
23.18,23.18,Eye Buy Express,Health,6127
23.18,23.18,Eye Buy Express,Health,6128
19.22,19.22,Eye Buy Express,Health,6129
23.18,23.18,Eye Buy Express,Health,6130
23.18,23.18,Eye Buy Express,Health,6131
19.22,19.22,Eye Buy Express,Health,6132
23.18,23.18,Eye Buy Express,Health,6133
23.18,23.18,Eye Buy Express,Health,6134
19.22,19.22,Eye Buy Express,Health,6135
23.18,23.18,Eye Buy Express,Health,6136
19.22,19.22,Eye Buy Express,Health,6137
23.18,23.18,Eye Buy Express,Health,6138
19.22,19.22,Eye Buy Express,Health,6139
23.18,23.18,Eye Buy Express,Health,6140
23.18,23.18,Eye Buy Express,Health,6141
19.22,19.22,Eye Buy Express,Health,6142
19.22,19.22,Eye Buy Express,Health,6143
23.18,23.18,Eye Buy Express,Health,6144
23.18,23.18,Eye Buy Express,Health,6145
23.18,23.18,Eye Buy Express,Health,6146
23.18,23.18,Eye Buy Express,Health,6147
23.18,23.18,Eye Buy Express,Health,6148
19.22,19.22,Eye Buy Express,Health,6149
23.18,23.18,Eye Buy Express,Health,6150
19.22,19.22,Eye Buy Express,Health,6151
23.18,23.18,Eye Buy Express,Health,6152
19.22,19.22,Eye Buy Express,Health,6153
23.18,23.18,Eye Buy Express,Health,6154
23.18,23.18,Eye Buy Express,Health,6155
23.18,23.18,Eye Buy Express,Health,6156
19.22,19.22,Eye Buy Express,Health,6157
23.18,23.18,Eye Buy Express,Health,6158
23.18,23.18,Eye Buy Express,Health,6159
19.22,19.22,Eye Buy Express,Health,6160
23.18,23.18,Eye Buy Express,Health,6161
23.18,23.18,Eye Buy Express,Health,6162
19.22,19.22,Eye Buy Express,Health,6163
23.18,23.18,Eye Buy Express,Health,6164
23.18,23.18,Eye Buy Express,Health,6166
23.18,23.18,Eye Buy Express,Health,6167
23.18,23.18,Eye Buy Express,Health,6168
23.18,23.18,Eye Buy Express,Health,6169
23.18,23.18,Eye Buy Express,Health,6170
23.18,23.18,Eye Buy Express,Health,6171
19.22,19.22,Eye Buy Express,Health,6173
23.18,23.18,Eye Buy Express,Health,6174
23.18,23.18,Eye Buy Express,Health,6175
19.22,19.22,Eye Buy Express,Health,6176
19.22,19.22,Eye Buy Express,Health,6177
23.18,23.18,Eye Buy Express,Health,6178
19.22,19.22,Eye Buy Express,Health,6179
23.18,23.18,Eye Buy Express,Health,6180
23.18,23.18,Eye Buy Express,Health,6181
19.22,19.22,Eye Buy Express,Health,6182
23.18,23.18,Eye Buy Express,Health,6183
23.18,23.18,Eye Buy Express,Health,6184
23.18,23.18,Eye Buy Express,Health,6185
23.18,23.18,Eye Buy Express,Health,6186
23.18,23.18,Eye Buy Express,Health,6187
23.18,23.18,Eye Buy Express,Health,6188
23.18,23.18,Eye Buy Express,Health,6189
19.22,19.22,Eye Buy Express,Health,6190
23.18,23.18,Eye Buy Express,Health,6191
19.22,19.22,Eye Buy Express,Health,6192
23.18,23.18,Eye Buy Express,Health,6193
23.18,23.18,Eye Buy Express,Health,6194
23.18,23.18,Eye Buy Express,Health,6195
23.18,23.18,Eye Buy Express,Health,6196
19.22,19.22,Eye Buy Express,Health,6197
19.22,19.22,Eye Buy Express,Health,6198
23.18,23.18,Eye Buy Express,Health,6199
19.22,19.22,Eye Buy Express,Health,6200
23.18,23.18,Eye Buy Express,Health,6201
23.18,23.18,Eye Buy Express,Health,6202
19.22,19.22,Eye Buy Express,Health,6203
23.18,23.18,Eye Buy Express,Health,6204
23.18,23.18,Eye Buy Express,Health,6205
23.18,23.18,Eye Buy Express,Health,6206
19.22,19.22,Eye Buy Express,Health,6207
23.18,23.18,Eye Buy Express,Health,6208
19.22,19.22,Eye Buy Express,Health,6209
23.18,23.18,Eye Buy Express,Health,6210
23.18,23.18,Eye Buy Express,Health,6211
19.22,19.22,Eye Buy Express,Health,6212
23.18,23.18,Eye Buy Express,Health,6213
19.22,19.22,Eye Buy Express,Health,6214
23.18,23.18,Eye Buy Express,Health,6215
19.22,19.22,Eye Buy Express,Health,6216
19.22,19.22,Eye Buy Express,Health,6217
23.18,23.18,Eye Buy Express,Health,6218
23.18,23.18,Eye Buy Express,Health,6219
23.18,23.18,Eye Buy Express,Health,6220
23.18,23.18,Eye Buy Express,Health,6221
23.18,23.18,Eye Buy Express,Health,6222
19.22,19.22,Eye Buy Express,Health,6223
23.18,23.18,Eye Buy Express,Health,6224
23.18,23.18,Eye Buy Express,Health,6225
23.18,23.18,Eye Buy Express,Health,6226
23.18,23.18,Eye Buy Express,Health,6227
23.18,23.18,Eye Buy Express,Health,6228
19.22,19.22,Eye Buy Express,Health,6229
19.22,19.22,Eye Buy Express,Health,6230
23.18,23.18,Eye Buy Express,Health,6231
19.22,19.22,Eye Buy Express,Health,6232
23.18,23.18,Eye Buy Express,Health,6233
23.18,23.18,Eye Buy Express,Health,6234
19.22,19.22,Eye Buy Express,Health,6235
19.22,19.22,Eye Buy Express,Health,6236
23.18,23.18,Eye Buy Express,Health,6237
23.18,23.18,Eye Buy Express,Health,6238
23.18,23.18,Eye Buy Express,Health,6239
19.22,19.22,Eye Buy Express,Health,6240
23.18,23.18,Eye Buy Express,Health,6241
23.18,23.18,Eye Buy Express,Health,6242
23.18,23.18,Eye Buy Express,Health,6243
23.18,23.18,Eye Buy Express,Health,6244
23.18,23.18,Eye Buy Express,Health,6245
23.18,23.18,Eye Buy Express,Health,6246
19.22,19.22,Eye Buy Express,Health,6247
23.18,23.18,Eye Buy Express,Health,6248
23.18,23.18,Eye Buy Express,Health,6249
23.18,23.18,Eye Buy Express,Health,6250
23.18,23.18,Eye Buy Express,Health,6251
23.18,23.18,Eye Buy Express,Health,6252
23.18,23.18,Eye Buy Express,Health,6253
23.18,23.18,Eye Buy Express,Health,6254
23.18,23.18,Eye Buy Express,Health,6255
23.18,23.18,Eye Buy Express,Health,6256
23.18,23.18,Eye Buy Express,Health,6257
23.18,23.18,Eye Buy Express,Health,6258
23.18,23.18,Eye Buy Express,Health,6259
23.18,23.18,Eye Buy Express,Health,6260
23.18,23.18,Eye Buy Express,Health,6261
23.18,23.18,Eye Buy Express,Health,6262
23.18,23.18,Eye Buy Express,Health,6263
23.18,23.18,Eye Buy Express,Health,6264
23.18,23.18,Eye Buy Express,Health,6265
23.18,23.18,Eye Buy Express,Health,6266
23.18,23.18,Eye Buy Express,Health,6267
19.22,19.22,Eye Buy Express,Health,6268
23.18,23.18,Eye Buy Express,Health,6269
23.18,23.18,Eye Buy Express,Health,6270
19.22,19.22,Eye Buy Express,Health,6271
23.18,23.18,Eye Buy Express,Health,6272
23.18,23.18,Eye Buy Express,Health,6273
23.18,23.18,Eye Buy Express,Health,6274
19.22,19.22,Eye Buy Express,Health,6275
19.22,19.22,Eye Buy Express,Health,6276
23.18,23.18,Eye Buy Express,Health,6277
23.18,23.18,Eye Buy Express,Health,6278
23.18,23.18,Eye Buy Express,Health,6279
23.18,23.18,Eye Buy Express,Health,6280
19.22,19.22,Eye Buy Express,Health,6281
23.18,23.18,Eye Buy Express,Health,6282
23.18,23.18,Eye Buy Express,Health,6283
606.12,606.12,CHOSEN SUPPLIES,Household Essentials,6299
413.88,413.88,Crimp Supply,,6300
12.99,12.99,Eclectic Lady,Health,6301
29.99,29.99,Eclectic Lady,Health,6302
18.99,18.99,Eclectic Lady,Health,6303
41.9,41.9,Gomadic,Office,6304
13.52,13.52,Ramones,Clothing,6309
16.18,16.18,3dRose,"Arts, Crafts & Sewing",6311
1.66,1.66,,Food,6312
28.24,28.24,Ganz,Pets,6313
26.94,26.94,Alba Botanica,Personal Care,6315
14.99,14.99,SignFever,Home,6316
63.79,63.79,Versace,Beauty,6318
11.99,5.99,Unique Bargains,Party & Occasions,6319
32.49,32.49,CHOSEN SUPPLIES,Household Essentials,6320
727.95,727.95,CHOSEN SUPPLIES,Household Essentials,6321
38.63,38.63,Bass Brushes,Beauty,6328
21.02,21.02,mirage-pet-products,Pets,6329
21.99,21.99,Fox Valley Traders,Health,6332
21.99,21.99,Fox Valley Traders,Health,6333
21.99,21.99,Fox Valley Traders,Health,6334
21.99,21.99,Fox Valley Traders,Health,6335
21.99,21.99,Fox Valley Traders,Health,6336
32.5,32.5,CHOSEN SUPPLIES,Household Essentials,6337
5.8,5.8,Pixnor,Party & Occasions,6339
83.99,83.99,MusicBoxAttic,Office,6340
38.99,38.99,MusicBoxAttic,Office,6341
38.99,38.99,MusicBoxAttic,Office,6342
38.99,38.99,MusicBoxAttic,Office,6343
38.99,38.99,MusicBoxAttic,Office,6344
73.99,73.99,MusicBoxAttic,Office,6345
38.99,38.99,MusicBoxAttic,Office,6347
38.99,38.99,MusicBoxAttic,Office,6349
38.99,38.99,MusicBoxAttic,Office,6350
38.99,38.99,MusicBoxAttic,Office,6351
38.99,38.99,MusicBoxAttic,Office,6353
38.99,38.99,MusicBoxAttic,Office,6354
38.99,38.99,MusicBoxAttic,Office,6355
38.99,38.99,MusicBoxAttic,Office,6356
38.99,38.99,MusicBoxAttic,Office,6357
38.99,38.99,MusicBoxAttic,Office,6359
38.99,38.99,MusicBoxAttic,Office,6360
83.99,83.99,MusicBoxAttic,Office,6362
38.99,38.99,MusicBoxAttic,Office,6363
38.99,38.99,MusicBoxAttic,Office,6364
63.99,63.99,MusicBoxAttic,Office,6365
73.99,73.99,MusicBoxAttic,Office,6366
38.99,38.99,MusicBoxAttic,Office,6368
38.99,38.99,MusicBoxAttic,Office,6369
73.99,73.99,MusicBoxAttic,Office,6370
73.99,73.99,MusicBoxAttic,Office,6371
38.99,38.99,MusicBoxAttic,Office,6372
38.99,38.99,MusicBoxAttic,Office,6374
38.99,38.99,MusicBoxAttic,Office,6376
38.99,38.99,MusicBoxAttic,Office,6377
93.99,93.99,MusicBoxAttic,Office,6378
83.99,83.99,MusicBoxAttic,Office,6379
93.99,93.99,MusicBoxAttic,Office,6380
38.99,38.99,MusicBoxAttic,Office,6381
63.99,63.99,MusicBoxAttic,Office,6382
38.99,38.99,MusicBoxAttic,Office,6383
38.99,38.99,MusicBoxAttic,Office,6386
38.99,38.99,MusicBoxAttic,Office,6387
38.99,38.99,MusicBoxAttic,Office,6388
38.99,38.99,MusicBoxAttic,Office,6389
38.99,38.99,MusicBoxAttic,Office,6392
38.99,38.99,MusicBoxAttic,Office,6394
63.99,63.99,MusicBoxAttic,Office,6396
83.99,83.99,MusicBoxAttic,Office,6397
38.99,38.99,MusicBoxAttic,Office,6398
38.99,38.99,MusicBoxAttic,Office,6399
63.99,63.99,MusicBoxAttic,Office,6400
38.99,38.99,MusicBoxAttic,Office,6403
38.99,38.99,MusicBoxAttic,Office,6404
83.99,83.99,MusicBoxAttic,Office,6405
38.99,38.99,MusicBoxAttic,Office,6406
78.99,78.99,MusicBoxAttic,Office,6407
83.99,83.99,MusicBoxAttic,Office,6408
38.99,38.99,MusicBoxAttic,Office,6409
38.99,38.99,MusicBoxAttic,Office,6410
38.99,38.99,MusicBoxAttic,Office,6411
78.99,78.99,MusicBoxAttic,Office,6412
83.99,83.99,MusicBoxAttic,Office,6413
38.99,38.99,MusicBoxAttic,Office,6416
38.99,38.99,MusicBoxAttic,Office,6417
38.99,38.99,MusicBoxAttic,Office,6418
38.99,38.99,MusicBoxAttic,Office,6419
38.99,38.99,MusicBoxAttic,Office,6420
38.99,38.99,MusicBoxAttic,Office,6421
38.99,38.99,MusicBoxAttic,Office,6422
38.99,38.99,MusicBoxAttic,Office,6424
